Job Nature,Position Level,Job Category,Qualification,Salary,Company,Title,Description
Permanent,"Entry Level, Experienced","

Industrial & Production, 
    
Maintenance

","Diploma, Bachelor's / Honours","

        1,000 SGD - 2,500 SGD / Month
      
      
","GE Aviation, Engine Services - Singapore Pte. Ltd.","Engineering Assistant, Tooling-New Make, GE Aviation",[]
0.0,0.0,"

Consumer Services, 
    
Customer Service, 
    
Hotels/Integrated Resorts

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,Senior Guest Service Agent - Ticketing (Box Office),"['ENTERTAINMENT – TICKETING', 'This position is under the Box Office team, as part of Entertainment department. The Box Office team provides ticket sales services and operational support for Marina Bay Sands attractions and events. This includes ticket sales for ArtScience Museum, SkyPark Observation Deck, performances at Sands Theatre, and other ad hoc events.', '', 'JOB SCOPE', '', 'JOB REQUIREMENTS']"
Permanent,"Entry Level, Experienced","

Account Management, 
    
Business Development, 
    
Corporate Communications/Public Relations, 
    
Corporate Sales

",Bachelor's / Honours,"

        1 SGD - 1 SGD / Month
      
      
",Meltwater Singapore Pte Ltd,"Sales Consultant, Client Acquisition","['As part of the\xa0Sales Consultant, Client Acquisition\xa0role, you will be speaking to a wide range of companies and organizations – from universities and local government departments to Fortune 500 companies. The right candidate will be responsible for the entire sales process as they liaise with C-Level Executives and directly pitch Meltwater’s suite of services to them. You will have a chance to hone your skills in an international business setting across the region and work with some of the most exciting companies.\xa0\n\n', 'All Meltwater managers have been developed through this program, as have the majority of its executives. The program is designed to prepare each consultant for a career in sales, leadership and management, and successful completion is required before the individual can be considered for a management position.\xa0', ' \xa0', ' \xa0', 'Why Join Us?\xa0', ' \xa0', 'Market leader in delivering\xa0Software as a Service (SaaS)\xa0solution to clients\xa0', 'Recipient to numerous global employer awards, including recognition by Great Place to Work® across our many international offices\xa0', 'Young, fun and ambitious working environment\xa0', 'A career path with plenty of opportunities for personal and professional growth in a dynamic, fast-growing and international company\xa0', ' \xa0', 'Your Ideal Qualifications:', ' \xa0', 'Bachelor’s Degree (in any discipline) with strong academic results\xa0', 'Entry level candidates / have maximum 1 to 2 years of work experience\xa0', 'Passion for consultative sales and business development\xa0', 'Leadership experience\xa0', 'Have an interest / work experience in Sales\xa0', 'International experience (academic, personal or professional)\xa0', 'Additional language fluency beyond English would be advantageous - e.g. Bahasa Indonesia, Thai, Korean, Tagalog, Vietnamese,\xa0etc\xa0', ' \xa0', 'For interested applicants, we welcome you to send us your updated resume, along with your contact details, availability and salary expectation.\xa0', ' \xa0', 'Kindly note that only shortlisted candidates will be notified.\xa0\n\n', 'We look forward to hearing from you!\xa0\n\n']"
0.0,0.0,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,United Overseas Bank Ltd (UOB),"Support Analyst- HR SAP and Corp. System, GTO",[]
Permanent,Entry Level,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,ORDER FULFILLMENT ANALYST,"['', 'Req. ID: 120031\xa0', 'Description', 'As an Order Fulfillment Analyst at Micron, you will be responsible for coordinating the scheduling and shipment of customer orders. You will analyze shipping requirements and rules against available inventories to ensure the appropriate products are delivered while striving to meet promise dates. You will coordinate repositioning of products to the appropriate distribution points, respond to delinquent or unconfirmed orders, and investigate delivery performance issues. You may work directly with internal customers to provide product samples and can expect to coordinate with the Sales, Planning, and Quality Assurance departments in scheduling the delivery of targeted or at-risk products and identifying alternative product delivery options. Additionally you will be required to monitor the scheduling and order management systems to identify problems, notify the affected departments or resources, and ensure resolution is obtained. In this role you can expect to work with team members and customers around the world dealing with varying languages, cultures, and geographies', '', 'Responsibilities', '', 'Requirements', '', 'Location: \xa0MSB – 990 Bendemeer Road, Singapore 339942', '', ""\n We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. \xa0This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices."", '\n Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.', '\n To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).', '\n Keywords: \xa0Singapore || Central Singapore (SG-01) || Singapore (SG) || Supply Chain || Experienced || Regular || Supply Chain/Logistics || #LI-KL1 ||\n \xa0', '\nJob Segment: \n Fulfillment, Logistics, Engineer, ERP, Supply, Operations, Engineering, Technology\n \n \n ']"
Permanent,"Experienced, Manager","

Brand/Product Management, 
    
Hotels/Integrated Resorts, 
    
Retail

","Diploma, Bachelor's / Honours",0.0,Thame's Human Resources Pte Ltd,Boutique Manager (Retail MNC),[]
Permanent,"Entry Level, Experienced","

Customer Service, 
    
Generalist, 
    
Office Operations, 
    
Sales Support/Coordination

","Diploma, Bachelor's / Honours",0.0,Esplanade – Theatres on the Bay,Customer Experience Officer (Ticketing),"['As a Customer Experience Officer,\nTicketing, you will liaise with Ticketing agents and internal departments for configuration\nof Esplanade events. You will also have to manage and facilitate group and\nschool bookings.', 'EVENTS CONFIGURATION', '', 'SCHOOL / GROUP BOOKING ', '\xa0', ""You must have at\nleast a Diploma with 2 to 3 years' working experience in a customer service\nrole. A good pass in English and Mathematics and proficiency in Microsoft\nOffice applications will be ideal. Experience in cashiering, reservations,\nticketing or handling point of sales activities is an advantage. The ability to\ncommunicate fluently in English and a second language (whether Mandarin, Malay\nor Tamil) is a must."", 'In performing your\nduties, you must have empathy and lots of patience in managing customers,\nflexibility and resourcefulness in handling the unexpected and the ability to\nthink on your feet to resolve operational issues. ', '\xa0', 'We invite you to\nemail us your resume with an indication of your current and expected salary if\nyou are keen to join us as a Customer Experience Officer. Only shortlisted\ncandidates will be notified.\xa0 We thank\nyou for your interest in the position and in the Esplanade.']"
Permanent,"Entry Level, Experienced","

Clerical/Admin, 
    
Supply Chain

",'A' Levels,"

        2,500 SGD - 3,000 SGD / Year
      
      
",HR Focus,"Purchaser cum Admin (N2 Japanese Language, max 3K, IMM)","['Requirements ', '\xa0', '', '\nAdditional Information\n\n', 'Responsibilities ', '\xa0', 'To Apply >> ', '\xa0', 'Please attach updated detail resume in MS WORD FORMAT (.doc file) with the following information:', '', '', '(We regret that only shortlisted candidates will be notified.)', '\xa0', 'Personnel Reg. No: R1873190']"
Permanent,"Experienced, Manager","

Brand/Product Management, 
    
Business Development, 
    
Customer Service, 
    
Retail

","ITE/ NITEC/ Higher NITEC, Diploma, Bachelor's / Honours",0.0,Apple Inc.,SG – Senior Manager,"['The challenges and opportunities of a continuously evolving business make leadership at the Apple Store a rewarding career. It’s your job as a Senior Manager to lead the staff and operations of one or more store areas and seek solutions and results that create a high-performing work environment. By reading situations quickly and acting courageously, you are able to build success for the business and promote the Apple brand through unparalleled customer service.\n\n', 'As a Senior Manager, you guide other leaders to inspire top performance from their teams. You monitor multiple lines of business within the store to achieve operational objectives and collaborate with corporate business partners to report results. You’re knowledgeable about the industry and keep up to date on competitors and trends. You lead the sales and customer support teams by example, finding solutions to create and maintain a high level of customer focus. To foster growth among your staff, you coach and encourage with clear communications. By developing strong relationships across teams and with customers, you create an environment that enhances loyalty to Apple products and services.\n\n']"
Permanent,"Entry Level, Experienced","

Mechanical

",Bachelor's / Honours,"

        2,600 SGD - 3,200 SGD / Month
      
      
",HR Focus,"Mechanical Engineer (Max 3200, 5.5 days, Tuas)","['Requirements', '', '\nAdditional Information ', '', '\nResponsibilities ', '', '\nTo Apply:- ', 'Please attach updated detail resume in MS Word Format (.doc file) and include the following', '\n(We regret only shortlisted candidates will be notified.)', '', 'Personnel Reg. No. : R1873190']"
Permanent,"Entry Level, Experienced","

Mechanical

",Bachelor's / Honours,"

        2,600 SGD - 3,200 SGD / Year
      
      
",HR Focus,"Mechanical Engineer (Max 3200, 5.5days, Tuas)","['Requirements\n\n', '', '\nAdditional Information\n\n ', '', '\nResponsibilities\n\n ', '', '\nTo Apply:-\n\n ', 'Please attach updated detail resume in MS Word Format (.doc file) and include the following', '\n(We regret only shortlisted candidates will be notified.)', '', '\nPersonnel Reg. No. : R1873190']"
Permanent,Entry Level,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,SYSTEM ENGINEER (SOFTWARE ENGINEER),"['', 'Req. ID: 91630\xa0', 'Responsibilities: ', '', 'Requirements:\xa0', ""\n We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. \xa0This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices."", '\n Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.', '\n To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).', '\n Keywords: \xa0Singapore || Central Singapore (SG-01) || Singapore (SG) || Frontend Manufacturing || Entry || Regular || Information Systems and Technology || #LI-SING\xa0 ||\n \xa0', '\nJob Segment: \n Semiconductor, Developer, Manufacturing Engineer, Electronics Engineer, Electrical, Science, Technology, Engineering\n \n \n ']"
Permanent,Experienced,"

Account Management, 
    
Business Development, 
    
Corporate Sales, 
    
Electrical/Electronics

",Bachelor's / Honours,0.0,Willowglen Group,Sales Manager,"['Location of Office:\n\n5th Floor, 87B Bui Thi Xuan, District 1, Ho Chi Minh City', 'Tên người liên hệ:\xa0Mr Wong Guang Shing\nQui mô công ty:\xa0Vui lòng chọn\n\n', 'Bạn Sẽ Làm Gì', 'Responsibilities:\n', '\xa0', 'Chuyên Môn Của Bạn', 'Qualifications:']"
Permanent,Experienced,"

IT-Hardware, 
    
IT-Management, 
    
IT-Software/Development

",Diploma,0.0,HackerTrail,Mobile Developer - Android,[]
Permanent,"Entry Level, Experienced","

Assembly/Process/Production, 
    
Industrial & Production, 
    
Quality Control/Assurance

",Bachelor's / Honours,"

        2,500 SGD - 3,500 SGD / Year
      
      
","GE Aviation, Engine Services - Singapore Pte. Ltd.","Quality Engineer, New Product Introduction, GE Aviation",[]
0.0,0.0,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,"Executive, Groups Reservation (Hotel)","['JOB SCOPE', 'Operational Related', '', 'Department Related', '', 'JOB REQUIREMENTS', 'Education & Certification', '', 'Experience', '', 'Skills / Abilities / Presence']"
0.0,0.0,"

Hotels/Integrated Resorts

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,Butler - Hotel Services,"['JOB SCOPE\xa0', 'Attend to the needs and wants of the guests and ensure that they are fulfilled according to the set standards and to guest’s satisfaction\xa0', 'Anticipate guest needs, respond promptly, maintain positive guest relations and ensure guest satisfaction at all times\xa0', 'Service and clean all butler suites and rooms as well as provide turndown services\xa0\xa0', 'Handle floral set-up as well as daily amenity arrangements for all butler suites and rooms\xa0', 'Review in-house, arriving and departing guest suites and rooms on a daily basis\xa0', 'Be familiar with the set-up and functionality of all equipment in the suites\xa0', 'Perform meet and greet and send off process according to the set standard\xa0', 'Be able to escort guests from the front of the hotel to the suites and serve the guests as needed including hotel tour, suite tour, explanation of services, unpacking and packing luggage\xa0', 'Take orders for in suite dining, deliver and serve accordingly\xa0', 'Respond to guest requests and queries promptly and professionally according to set standard\xa0', 'Attend to service the suites, including food and beverage service, restocking product, equipment and supplies\xa0', 'Attend to laundry, dry cleaning, ironing, mending and shoe polishing as needed\xa0', 'Run errands for guest as assigned including shopping, entertainment and flight ticket purchase, food purchase, deliveries and packages\xa0', 'Pick up and record all pertinent data, guest preferences into guest profile as needed\xa0', 'Fulfill guest requirements as long as they are safe, legal and economically sound\xa0', 'Demonstrate an enjoyment and enthusiasm for work through effective relationships with other Team Members/ Department by adopting a “can do” approach to tasks\xa0', 'Maintain positive relations with colleagues, internal / external departments\xa0\xa0', 'Able to respond to emergencies including fire safety and evacuation procedures\xa0', 'Monitor activities in both front and back of the house, report any suspicious characters, items or/and activities to the Supervisor and/or Assistant Manager\xa0', 'Practice safety guidelines as prescribed by Occupational Safety and Health Act (OSHA)\xa0', 'Perform administrative duties such as inventory and filing of reports as required\xa0', 'Attend training sessions as and when scheduled\xa0', 'Be updated with the major events and latest happenings within the property and in town in order to provide appropriate recommendations to guest\xa0', 'Contribute to the improvement of the department\xa0', 'JOB REQUIREMENTS\xa0', 'Minimum GCE “N” or “O” levels or equivalent vocational school certificate\xa0', 'Certificate or Diploma in Hospitality Management from a recognized institution is an advantage\xa0', 'Experience in a similar capacity in a 5-star hotel is preferred\xa0', 'Excellent guest relations and communication skills\xa0', 'Advanced understanding of food and beverage including in-suite dining, wine and spirits\xa0\xa0\xa0', 'Fluent in English and any additional language is an advantage\xa0', 'Must have exceptional customer service skills and pays attention to details\xa0', 'Must have good command of written and spoken English\xa0\xa0', 'Possess good general knowledge of current events in Singapore\xa0', 'Able to work with minimum supervision\xa0\xa0', 'Willing to perform shift work and work irregular hours.\xa0\xa0\xa0', 'Well-groomed\xa0and professional disposition\xa0', '\xa0']"
Permanent,"Experienced, Manager","

Compensation & Benefits, 
    
Generalist, 
    
Training/Development

","Bachelor's / Honours, Masters / PhD",0.0,Nevigate Communications (S) Pte Ltd,"HR&A MANAGER - Kuala Lumpur, Malaysia",[]
Permanent,Entry Level,"

Assembly/Process/Production

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Micron Semiconductor Asia,Manufacturing Portfolio Management Office (MPMO) Project Manager,"['Req Id: 116902\xa0', 'As a Manufacturing\xa0Portfolio Management Office (MPMO) you are a member of\xa0Manufacturing Central Team (M) within Micron Technology, Inc. You will be responsible for driving Micron benchmark performance through Network partnerships in portfolio, program, and project management. You will also drive the organizational change and performance by taking ownership of opportunities and leading diverse global teams in the innovation of solutions that will pave the way for achieving Micron objectives now and in the future.Your primary goal is to realize program and project objectives which require the advanced application of project and process management concepts. This includes planning, organizing, staffing, leading, executing, and controlling activities to deliver expected value.\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '', '', '', '', 'Preferred', 'Travel Required?', '']"
0.0,0.0,0.0,"'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,Marina Bay Sands Pte Ltd,Hotel Reservations Executive,"['Job Responsibilities', '', 'JOB REQUIREMENTS', 'Education', 'Certification', 'Experience', 'Language', 'Work Schedule', 'Physical Requirements / Work Environment', '', 'Skills / Abilities', 'Presence / Behavioral Characteristics']"
0.0,0.0,"

Corporate Finance

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,United Overseas Bank Ltd (UOB),"VP/AVP, Project Finance, Group Investment Banking",[]
Permanent,Experienced,"

IT-Software/Development

","Diploma, Bachelor's / Honours",0.0,CareerBuilder Singapore,Senior Software Engineer,"['We look for passionate Senior Software Engineers that love working with technology, have a strong sense of ownership and business sense to proactively innovate, develop and enhance the systems, ideally you have heavy backend experience using PHP & Linux\n\n ', 'Responsibility :', '\nJob Requirements ']"
Permanent,"Entry Level, Experienced","

IT-Hardware, 
    
IT-Administration, 
    
IT-Software/Development, 
    
Product Development/Management

","Bachelor's / Honours, Masters / PhD",0.0,ASM Technology (S) Pte Ltd,Software Engineer (Product Development),"['Responsibilities', 'Requirements']"
Permanent,"Entry Level, Experienced","

IT-Hardware, 
    
IT-Administration, 
    
IT-Software/Development, 
    
Product Development/Management

","Bachelor's / Honours, Masters / PhD",0.0,ASM Technology (S) Pte Ltd,Software Engineer (R&D Technology),"['Responsibilities', 'Requirements ']"
Permanent,"Entry Level, Experienced","

Building/Construction, 
    
Electrical/Electronics, 
    
Mechanical, 
    
Structural/Civil

","ITE/ NITEC/ Higher NITEC, Diploma, Bachelor's / Honours","

        1,600 SGD - 2,200 SGD / Year
      
      
",AcePLP Pte Ltd,Trainee BIM Specialist / Engineer,[]
Permanent,Experienced,"

IT-Administration, 
    
IT-Management, 
    
IT-Software/Development

","Diploma, Bachelor's / Honours","

        3,000 SGD - 5,000 SGD / Year
      
      
",CommonTown Pte Ltd,Software Engineer,[]
Permanent,Experienced,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Software/Development

",Diploma,0.0,DCS Synthesis Pte Ltd,Software Engineer,"['Key Performance Areas ', '', '', 'Requirement\xa0 ', '', '', '', 'Interested candidates are invited to send your full resume to: [Click Here to Email Your Resume] ']"
0.0,"Entry Level, Experienced, Manager, Senior Manager, Top Management, Student Job","

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

","'N' Levels / 'O' Levels, ITE/ NITEC/ Higher NITEC, 'A' Levels, Diploma, Bachelor's / Honours, Masters / PhD",0.0,ST Engineering Land Systems Ltd.,Embedded Software Engineer,[]
Permanent,"Entry Level, Experienced","

IT-Administration, 
    
IT-Software/Development

",Diploma,0.0,Markono Print Media Pte Ltd,Software Engineer (WMS),"['', '']"
Permanent,Experienced,"

IT-Software/Development

",Bachelor's / Honours,0.0,Popular Book Co. (Pte) Ltd,Senior Software Engineer,"['\n', '', '']"
Permanent,"Experienced, Manager","

IT-Software/Development

",Bachelor's / Honours,"

        4,000 SGD - 6,000 SGD / Month
      
      
",Trakomatic pte ltd,Computer Vision Software Engineer,"['As a Computer VIsion Software Engineer at Trakomatic, you’ll be responsible for adapting video analytics algorithms and AI models from our in-house R&D department into production-grade software applications. Applications will vary between robust backend services and robust presentation-grade technology demonstration applications.', 'Responsibilities:', 'Develop user-centric intuitive Software to benefit our customers.', 'Work closely with product managers, designers, QA Testers and Support personnel.', 'Timely delivery with professionalism and quality.', 'Follow Clean Coding standards and maintain repository etiquette.', 'Lead team of software engineers.', 'Drive software development initiative with the team to ship high quality software fast.', '\n', 'Requirements:', ""Candidate must possess at least Bachelor's Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology or equivalent."", 'At least 5 Year(s) of working experience in the related field is required for this position.', 'Required Expert Skill(s): Expertise in C++, .NET C#, Windows Platform. ', 'Required Intermediate Skill(s): Ubuntu skills, Python.', 'Experience working with computer vision algorithms, OpenCV library, Matlab Runtime, machine learning and deep learning.', 'Good experience in Debugging, Reverse Engineering and Porting code.', 'Good experience in Memory and Processor cycle optimization.', 'Strong leadership qualities.', 'Good communication and team player.', 'Willing to take on large challenges and work on cutting-edge technologies.']"
Permanent,Experienced,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development

","Bachelor's / Honours, Masters / PhD","

        4,500 SGD - 6,000 SGD / Month
      
      
",Tropical Marine Science Institute,Lead Software Engineer (Fullstack),[]
0.0,0.0,0.0,0.0,0.0,0,About Adecco,"['Career opportunities with us stretch across various functions and levels. So whether you’re looking to join as a recruitment consultant or seeking to expand your finance, marketing, sales and IT career, we’ve got the opportunities for you.  \n\nIf you are passionate about your success as you are about helping others, you’ll feel right at home.  \nLet’s work together. \n                ']"
Permanent,Entry Level,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development

","Diploma, Bachelor's / Honours","

        3,000 SGD - 4,000 SGD / Year
      
      
",OakTree Consulting,"Software Engineer (C#,.Net)","['EA License No : 06C4642, EA Reg No : R1105598']"
0.0,0.0,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

",0.0,0.0,ASM Technology (S) Pte Ltd,Software Engineer (Product Development),"['Responsibilities', 'Requirements']"
Permanent,"Entry Level, Experienced","

Electrical/Electronics, 
    
IT-Management, 
    
IT-Software/Development, 
    
Research & Development (R&D)

","Bachelor's / Honours, Masters / PhD",0.0,Realtek Singapore Private Limited,Software Engineer_Senior Software Engineer - IOT Development,"['Job Description\n', '', '', '']"
0.0,0.0,"

IT-Hardware, 
    
IT-Administration, 
    
IT-Management, 
    
IT-Software/Development, 
    
Product Development/Management

",0.0,0.0,ASM Technology (S) Pte Ltd,Software Engineer (R&D Technology),"['Responsibilities', '', '', '', 'Requirements ', '', '', '']"
Permanent,Experienced,"

Electrical/Electronics, 
    
IT-Software/Development, 
    
Mechatronics, 
    
Oil & Gas

",Bachelor's / Honours,"

        3,000 SGD - 4,000 SGD / Month
      
      
",ES Recruitment Pte Ltd,PLC Programmer/ Software Engineer (Industrial Automation),[]
Permanent,"Entry Level, Experienced","

IT-Administration, 
    
Electrical/Electronics, 
    
IT-Software/Development, 
    
Research & Development (R&D)

","Bachelor's / Honours, Masters / PhD",0.0,Realtek Singapore Private Limited,Software Engineer_Senior Software Engineer - WIFI AP Router Development,"['Job Description', 'Job Requirement']"
Permanent,"Experienced, Senior Manager","

Consulting, 
    
IT-Management, 
    
IT-Software/Development

",Bachelor's / Honours,0.0,THATZ International Pte Ltd,Permanent Role: Salesforce Software Engineer & Team Leader,"['Job Duties:', ' ', 'Job Requirements:', '', 'Key objective of this role:  ', 'To deliver awesome user experience through result oriented yet friendly service disposition ...we call it Thatz Way!\n\n', '', 'Benefits', 'Compensation Package:', '', 'Others:', '', '', '', 'As an advocate for fair employment, we strive to do our best to render objective and merit based considerations for all applications, and we shall communicate with you personally when short-listed. For those who are not short-listed, your profile will be kept for other opportunities where suitable.', '', 'Best wishes to your job search!\n\n', '', 'Feel free to recommend this position to your friend(s) or relative(s) who may meet our needs and be rewarded.\n\n', '', 'For more information about THATZ and other job listings, please visit: www.thatz.com ', 'Please like our Facebook: www.facebook.com/thatz.international \xa0 ', 'LinkedIn: www.linkedin.com/company/thatz-international-pte-ltd ', 'Our Software Product: www.thatzcontact.com, https://salutensmen.sg and https://yummydurian.com ', '']"
Contract,Experienced,"

IT-Software/Development

","Diploma, Bachelor's / Honours, Masters / PhD",0.0,ECnet Limited,Software Engineer- Mobile (ios android with C++ / C),"['', 'Requirements: \n\n']"
0.0,0.0,0.0,0.0,0.0,0,0,"['Are you looking for a challenging and exciting career in the recruitment industry? If you love to meet new people, wish to derive personal satisfaction when there are successful job matches and are able to assist candidates in attaining their dream jobs, \nWE WANT YOU! JOIN US NOW!\n\nAt Success Human Resource Centre, we are constantly seeking passionate individuals who are team players with leadership qualities. We offer our employees not just a job but an exciting career with limitless opportunities. Beyond excellent career prospects and competitive remuneration packages, we continuously encourage exceptional performance through professional training, career development, and other reward and recognition schemes. We provide our employees with a conducive working environment, encourage creativity, innovation, enhance personal and corporate effectiveness as well as efficiency.\n\nIf you share our values and goals, and have what it takes to succeed, email your resume to resume@successhrc.com.sg. Alternatively, we also welcome you to drop by for a walk-in interview at: 1 Sophia Road, #06-23/29 Peace Centre Singapore 228149\n', '', 'Full Stack Software Engineer – Digital @ Kallang /3-6 mths', '', 'Job Responsibilities', ' ', '\nPeriod: ', '•\xa0 3-6 months Contract\xa0 *Subject to extension/ renewal', '', '\nWorking Hours:', '• Mon to Fri: 8.30am to 6pm', '', '\nLocation:', '• Kallang', ' ', '\nSalary: ', '•\xa0 Open', '\nRequirements', ' ', '\nInterested applicants, kindly email your detailed resume (MS Word format is preferred):\n\n', 'tracy@successhrc.com.sg\xa0(Reg No: R1107390)', '', '\nPlease ensure that applications sent through email are no bigger than 1Mb.', '', '\nWe thank all applicants for your interest but regret to inform that only shortlisted candidates would be notified.', '']"
